EmployeeID,Age,Gender,Country,Department,JobLevel,YearsAtCompany,MonthlyIncome,NumProjects,LastEvaluationScore,SatisfactionLevel,AvgWorkHoursPerWeek,PromotedLast5Years,HasMentor,RemoteWork,TrainingHours,Certifications,LeavesTaken,FeedbackScore,Attrition
253,38.0,Female,UK,Sales,Junior,7,117710.0,9,0.95,3,59,0,1,1,10,2,25,4.7,0
254,54.0,Male,Germany,Sales,Junior,16,61351.0,4,0.61,3,44,0,1,0,58,0,1,3.9,0
255,33.0,Female,India,Support,Lead,6,103645.0,4,0.5,3,36,0,0,0,9,1,0,4.2,0
256,43.0,Other,USA,Sales,Junior,13,117939.0,4,0.58,3,40,0,0,1,87,1,11,1.5,0
257,43.0,Female,Canada,Sales,Junior,1,40357.0,7,0.81,2,48,0,0,1,14,4,8,3.0,0
258,51.0,Female,India,Sales,Mid,12,122957.0,2,0.43,4,39,1,0,1,55,0,29,3.2,0
259,59.0,Other,Germany,Support,Lead,12,31672.0,9,0.45,5,49,1,1,0,69,0,3,3.4,0
260,59.0,Male,Germany,Development,Junior,12,118590.0,7,0.41,2,42,0,1,1,86,1,29,4.1,0
261,29.0,Male,Germany,Development,Lead,8,114187.0,1,0.58,3,54,0,0,0,5,3,1,3.0,1
262,48.0,Male,USA,HR,Mid,14,127936.0,4,0.45,5,36,0,0,1,65,0,28,2.7,0
263,48.0,Male,Germany,Marketing,Lead,18,108026.0,5,0.78,3,48,0,0,0,15,0,5,2.9,0
264,55.0,Other,USA,HR,Mid,9,67865.0,5,0.83,5,41,0,0,0,51,1,4,1.0,0
265,42.0,Male,Germany,Support,Mid,13,59999.0,6,0.8,1,45,1,0,1,34,4,7,4.0,1
266,51.0,Male,UK,Support,Mid,1,51864.0,8,0.47,1,45,0,1,1,7,4,17,3.4,1
267,54.0,Male,UK,Development,Mid,18,143802.0,8,0.65,2,38,0,1,1,57,1,6,1.4,0
268,49.0,Male,India,Sales,Mid,16,132011.0,6,0.86,2,50,0,0,1,35,3,26,2.5,0
269,54.0,Male,India,HR,Junior,1,148408.0,9,0.57,3,39,1,1,0,39,2,0,4.3,0
270,26.0,Female,Canada,Support,Senior,13,58701.0,2,0.56,5,45,0,1,1,74,1,29,3.8,1
271,40.0,Female,Germany,Marketing,Senior,10,80672.0,3,0.53,3,42,0,1,1,52,2,17,1.1,1
272,25.0,Male,Germany,HR,Senior,5,38482.0,4,,3,42,0,1,1,57,0,22,3.1,0
273,56.0,Other,USA,Marketing,Junior,7,118906.0,7,0.93,1,50,1,1,0,98,4,25,4.3,0
274,38.0,Other,India,Marketing,Mid,16,41644.0,7,0.92,1,40,1,1,1,55,4,3,5.0,0
275,49.0,Female,UK,Development,Senior,6,53106.0,1,0.97,5,39,1,1,0,21,4,5,3.4,0
276,51.0,Other,USA,Development,Senior,17,116564.0,6,0.98,5,48,1,1,0,71,0,14,2.4,0
277,50.0,Female,UK,Marketing,Junior,0,143595.0,1,0.42,2,37,1,1,1,13,4,0,3.2,0
278,27.0,Male,USA,HR,Lead,10,91556.0,1,0.93,5,42,1,1,1,67,0,10,4.0,0
279,56.0,Male,India,Development,Senior,8,63984.0,4,0.41,3,46,1,1,0,43,3,22,1.5,1
280,58.0,Other,Germany,HR,Mid,16,43422.0,5,0.84,2,35,1,1,1,40,2,4,2.1,0
281,45.0,Other,Germany,Development,Senior,19,99266.0,2,0.75,2,35,0,0,1,63,2,29,1.2,1
282,50.0,Other,India,Sales,Lead,9,110113.0,2,0.5,4,44,0,1,1,7,3,21,1.3,0
283,52.0,Male,UK,Support,Lead,6,100272.0,5,0.41,2,43,0,0,1,49,3,2,4.9,1
284,56.0,Male,Canada,Sales,Senior,17,148052.0,2,0.85,4,47,1,0,0,36,3,23,3.8,0
285,54.0,Other,Canada,Sales,Mid,9,116670.0,6,0.83,2,53,0,1,1,35,1,27,3.2,0
286,42.0,Other,India,Support,Junior,17,99943.0,3,0.48,1,56,0,1,0,14,2,24,3.9,1
287,53.0,Other,USA,Development,Junior,14,58514.0,2,0.82,2,43,1,0,1,18,4,12,3.5,0
288,44.0,Other,Germany,Development,Mid,2,89599.0,1,0.94,3,56,1,1,1,44,2,29,3.0,0
289,54.0,Female,UK,Sales,Mid,3,82484.0,3,0.64,3,51,0,1,0,14,1,29,4.7,0
290,24.0,Other,Canada,Development,Lead,5,127294.0,6,0.84,1,53,1,0,0,42,1,17,3.5,1
291,39.0,Other,Germany,Marketing,Junior,2,80534.0,4,0.77,4,35,0,0,1,52,2,20,2.2,0
292,,Female,India,Marketing,Junior,13,48342.0,9,0.5,2,56,0,1,0,87,0,25,2.4,0
293,52.0,Female,Germany,Development,Lead,6,130081.0,6,0.69,5,48,1,1,1,72,1,5,1.7,0
294,24.0,Female,Canada,Marketing,Junior,11,,7,0.67,3,42,0,0,0,20,4,26,4.9,0
295,45.0,Female,UK,Support,Junior,10,127144.0,7,0.44,4,35,1,0,1,70,0,9,3.3,0
296,53.0,Other,USA,Sales,Mid,5,55208.0,4,0.9,2,47,1,1,1,13,0,3,2.1,0
297,43.0,Male,USA,Development,Lead,5,31408.0,7,0.61,4,49,0,1,1,85,0,18,1.7,0
298,44.0,Male,Germany,Sales,Mid,1,140859.0,5,0.67,1,47,1,1,0,72,3,14,4.4,0
299,23.0,Male,USA,Support,Junior,4,118355.0,8,0.65,3,45,1,1,1,12,1,14,1.6,0
300,48.0,Male,Canada,Sales,Mid,10,55588.0,1,0.5,2,59,0,1,0,22,0,20,1.2,0
301,23.0,Male,UK,Development,Mid,8,60907.0,7,0.86,3,53,1,1,0,68,4,26,1.3,0
302,47.0,Male,USA,Support,Junior,12,52757.0,4,0.76,3,42,1,1,0,1,4,5,3.7,0
303,38.0,Female,USA,Support,Senior,16,71091.0,2,0.61,2,37,0,0,1,30,1,15,3.9,0
304,54.0,Female,India,Marketing,Senior,13,105797.0,7,0.42,2,45,1,0,0,45,1,9,3.8,1
305,30.0,Male,USA,Development,Senior,10,41211.0,2,0.41,4,50,1,1,0,91,1,11,3.3,1
306,50.0,Other,USA,Support,Mid,7,79657.0,7,0.55,5,52,0,1,0,47,4,14,2.2,0
307,47.0,Other,Canada,Support,Senior,18,144208.0,1,0.5,4,44,1,1,0,20,4,7,4.3,1
308,56.0,Male,USA,Sales,Junior,1,88469.0,1,0.81,5,48,1,0,0,0,1,26,1.1,0
309,46.0,Other,India,Marketing,Senior,18,149982.0,3,0.67,1,47,0,0,1,89,2,1,3.8,0
310,45.0,Female,India,Sales,Junior,6,116487.0,7,0.61,1,43,0,0,1,15,4,24,4.9,0
311,34.0,Female,India,Support,Mid,18,37044.0,5,0.54,5,55,1,1,0,37,1,9,2.5,0
312,28.0,Other,USA,Support,Mid,10,44158.0,1,0.92,3,55,0,0,1,68,2,18,3.8,0
313,57.0,Male,Germany,Sales,Junior,10,73694.0,1,0.49,2,48,0,1,1,85,4,5,4.1,0
314,41.0,Female,Germany,Sales,Senior,13,126693.0,3,0.72,3,45,0,1,1,42,0,9,4.7,0
315,22.0,Other,Canada,Support,Junior,15,84790.0,6,0.79,4,48,0,1,1,48,1,14,1.6,0
316,29.0,Other,Germany,Support,Junior,1,129719.0,5,0.7,1,42,1,1,0,63,2,11,4.7,1
317,37.0,Female,Canada,Marketing,Lead,13,82629.0,8,0.96,3,53,0,1,1,5,2,4,4.7,1
318,35.0,Female,Canada,Support,Junior,2,121409.0,4,0.91,3,56,0,1,0,66,3,22,2.6,0
319,33.0,Male,India,Support,Lead,3,43447.0,7,0.85,4,43,0,0,1,77,2,14,2.5,0
320,44.0,Other,UK,Development,Junior,11,,7,0.79,4,55,0,0,0,25,2,0,4.7,0
321,36.0,Male,Canada,HR,Senior,7,33139.0,5,0.51,5,53,1,0,0,54,0,10,2.3,0
322,49.0,Female,USA,HR,Junior,4,99008.0,8,0.81,3,37,1,1,1,13,3,3,3.4,0
323,55.0,Other,India,Support,Junior,12,61099.0,6,0.74,2,54,1,1,0,56,0,4,1.4,1
324,23.0,Female,USA,Marketing,Senior,15,74363.0,9,0.96,4,50,0,1,1,81,0,25,2.7,0
325,53.0,Female,USA,Development,Senior,17,34179.0,7,0.6,5,44,1,1,1,83,3,20,2.7,0
326,44.0,Female,Germany,Support,Junior,6,147853.0,4,0.55,2,42,0,0,0,39,4,11,3.3,0
327,43.0,Male,USA,Development,Lead,6,97245.0,4,0.92,3,41,0,1,0,94,2,29,1.8,0
328,46.0,Female,Canada,Sales,Lead,14,61528.0,9,0.61,2,42,1,1,0,25,0,22,4.8,0
329,43.0,Male,USA,Marketing,Junior,6,53430.0,3,0.85,3,40,1,1,0,68,0,23,2.9,1
330,43.0,Female,USA,HR,Senior,0,148594.0,1,0.64,2,56,0,1,0,80,1,1,3.0,0
331,27.0,Female,Germany,Development,Senior,15,75076.0,5,0.58,2,56,1,0,0,36,4,12,4.6,0
332,36.0,Other,USA,Support,Lead,5,72447.0,3,0.67,1,55,1,0,1,36,2,29,3.3,0
333,58.0,Female,Canada,Sales,Junior,12,31121.0,8,0.76,1,52,0,0,0,82,0,28,1.6,0
334,54.0,Other,Canada,Marketing,Mid,3,35475.0,1,0.44,5,44,1,1,1,30,1,24,4.0,0
335,29.0,Other,USA,Development,Mid,14,81439.0,8,0.62,1,39,1,0,0,48,1,21,2.5,0
336,26.0,Male,Canada,Sales,Mid,3,95755.0,3,0.64,4,42,1,1,0,23,3,24,1.9,0
337,25.0,Other,Canada,Development,Mid,7,44294.0,3,0.76,4,57,0,0,0,24,3,24,2.3,0
338,27.0,Other,Germany,Development,Senior,2,34509.0,8,0.95,1,35,1,1,0,54,0,26,3.6,0
339,53.0,Female,India,Development,Mid,12,114245.0,4,0.91,5,43,1,0,1,94,0,4,2.8,0
340,51.0,Female,India,Marketing,Junior,3,77122.0,4,0.78,4,59,0,1,0,59,1,6,4.8,0
341,56.0,Male,UK,Marketing,Lead,10,38058.0,8,0.69,5,35,0,1,1,15,0,8,3.5,0
342,37.0,Other,India,HR,Lead,13,72139.0,2,0.45,1,41,0,1,0,99,0,9,4.8,0
343,34.0,Other,USA,Development,Senior,8,121117.0,3,0.74,3,55,1,0,0,30,3,23,3.6,0
344,51.0,Male,Canada,Sales,Senior,17,,8,0.56,4,52,0,1,0,50,4,24,3.5,0
345,40.0,Female,India,Support,Mid,6,91623.0,3,0.65,1,51,0,1,1,67,3,16,4.4,0
346,38.0,Other,Germany,Development,Mid,0,44111.0,4,0.85,4,55,1,1,0,53,4,1,4.2,0
347,40.0,Male,UK,HR,Junior,15,101893.0,7,,2,51,1,1,0,20,2,25,4.7,0
348,49.0,Female,USA,Marketing,Lead,12,108766.0,8,0.95,5,38,1,1,1,66,2,23,1.1,0
349,47.0,Male,India,HR,Junior,11,125691.0,9,0.88,5,57,1,0,1,87,4,15,4.0,0
350,58.0,Male,Canada,HR,Lead,2,48379.0,2,0.58,3,44,1,1,1,71,2,6,3.7,0
351,47.0,Other,Germany,Development,Senior,15,75679.0,2,0.73,4,57,0,1,0,66,4,18,2.2,0
352,44.0,Female,India,Development,Senior,19,56044.0,1,0.46,5,37,1,0,1,87,3,19,3.1,0
353,30.0,Other,Canada,Sales,Lead,2,97955.0,2,0.45,4,47,1,1,0,59,3,22,2.4,0
354,33.0,Other,India,Sales,Junior,19,30778.0,8,0.42,1,37,0,0,1,42,3,9,1.0,0
355,22.0,Female,USA,HR,Mid,15,78453.0,1,0.94,3,43,1,1,0,51,1,0,4.4,1
356,22.0,Female,UK,Sales,Lead,7,30693.0,4,0.44,2,37,0,0,0,43,2,11,1.7,0
357,55.0,Female,Canada,Sales,Mid,12,80952.0,2,,2,42,1,0,1,43,1,22,2.6,1
358,53.0,Other,UK,Support,Lead,4,50023.0,8,0.41,5,49,0,1,1,35,1,7,3.7,0
359,46.0,Female,UK,Sales,Lead,0,80558.0,2,0.63,2,52,1,1,0,88,1,23,3.1,0
360,22.0,Female,Germany,HR,Junior,14,144001.0,6,0.65,3,57,1,0,0,16,2,12,4.2,0
361,37.0,Female,Canada,Development,Mid,15,97665.0,1,0.53,4,40,0,0,0,71,0,26,1.9,0
362,26.0,Male,Germany,Marketing,Lead,15,105489.0,5,0.72,2,43,0,0,0,5,4,0,4.8,0
363,43.0,Female,UK,Development,Mid,2,94317.0,6,0.93,2,46,0,0,1,52,2,14,4.7,1
364,50.0,Other,USA,HR,Mid,19,44731.0,5,0.81,4,56,0,0,1,11,0,25,2.2,0
365,24.0,Male,USA,Marketing,Senior,17,107656.0,4,0.71,4,55,1,0,1,95,0,27,4.8,0
366,33.0,Other,India,Support,Junior,12,39158.0,2,0.58,3,59,1,1,0,45,2,5,4.3,0
367,47.0,Male,India,HR,Junior,12,135967.0,5,0.54,2,41,1,1,1,88,2,7,2.9,0
368,37.0,Female,Canada,HR,Mid,4,113142.0,1,0.94,4,39,0,0,0,62,4,24,4.3,0
369,58.0,Male,USA,HR,Junior,4,59291.0,1,0.61,4,37,0,0,0,83,0,10,3.1,1
370,43.0,Other,UK,Development,Junior,6,111632.0,5,0.93,1,39,1,0,0,32,4,25,1.5,1
371,50.0,Male,USA,Marketing,Senior,8,102682.0,7,0.6,4,38,1,1,1,16,4,0,3.4,0
372,35.0,Female,Canada,Support,Junior,10,120394.0,2,0.59,1,58,0,0,1,60,3,20,3.2,0
373,49.0,Female,India,Sales,Junior,3,63760.0,1,0.94,3,35,0,1,1,23,4,7,3.0,0
374,26.0,Other,India,Marketing,Lead,2,126335.0,7,0.82,4,43,0,0,0,52,0,9,4.3,1
375,51.0,Male,Germany,HR,Lead,1,54504.0,3,0.66,1,36,1,1,1,6,4,13,3.6,0
376,26.0,Other,India,HR,Lead,6,34752.0,6,,1,46,1,1,1,50,4,11,1.9,1
377,33.0,Other,UK,HR,Lead,11,105745.0,2,0.46,5,50,0,1,1,31,4,1,4.9,0
378,37.0,Other,Canada,HR,Junior,12,68221.0,6,0.5,5,40,1,1,0,97,2,24,4.0,0
379,47.0,Female,India,Support,Mid,18,94516.0,2,0.85,2,54,1,1,1,73,1,20,2.1,0
380,47.0,Male,India,Development,Lead,9,111920.0,2,0.91,5,54,0,1,1,85,3,26,4.2,0
381,42.0,Female,UK,Marketing,Lead,10,126617.0,4,0.48,5,47,0,1,0,37,3,15,1.8,0
382,57.0,Female,India,Support,Mid,3,121719.0,8,0.7,1,45,1,1,1,30,0,14,3.2,0
383,54.0,Female,UK,Support,Mid,3,147580.0,3,0.73,4,50,1,0,0,71,2,18,4.3,0
384,51.0,Male,India,Support,Mid,4,75313.0,3,0.44,2,45,1,0,0,94,1,20,1.2,0
385,58.0,Female,UK,Support,Senior,9,65005.0,7,0.56,1,57,1,0,1,96,0,3,4.7,0
386,44.0,Female,India,Support,Mid,10,,9,0.67,1,42,1,0,0,80,4,25,4.6,0
387,31.0,Female,Canada,Support,Junior,12,103372.0,9,0.95,4,44,1,0,0,84,3,23,2.7,0
388,26.0,Male,Germany,Support,Junior,10,58159.0,5,0.76,1,54,1,1,1,44,3,6,4.4,0
389,57.0,Male,Germany,Development,Senior,8,84161.0,1,0.53,1,56,0,0,0,93,0,28,4.0,0
390,55.0,Other,USA,Development,Lead,9,63743.0,9,0.81,5,35,0,1,0,86,0,26,4.6,1
391,52.0,Female,Germany,Support,Mid,10,134302.0,5,0.63,3,50,1,1,0,78,1,5,2.6,0
392,31.0,Female,UK,HR,Lead,12,125760.0,6,0.78,1,56,0,0,1,70,4,2,1.3,0
393,40.0,Male,UK,Sales,Junior,6,66309.0,4,0.41,2,49,1,0,1,67,4,24,2.4,1
394,53.0,Male,Germany,Support,Senior,15,68217.0,4,0.66,4,51,1,0,1,11,2,12,2.4,0
395,22.0,Female,UK,Marketing,Senior,10,125343.0,7,0.82,4,40,0,1,1,21,1,22,1.7,0
396,26.0,Other,Canada,Marketing,Lead,11,54766.0,5,0.86,5,45,0,0,0,57,3,7,3.3,1
397,25.0,Other,UK,Support,Lead,0,86567.0,8,0.97,1,40,0,0,0,21,4,10,2.7,1
398,37.0,Female,Canada,Development,Mid,18,,3,0.68,2,45,0,0,0,84,3,3,2.5,0
399,,Other,Canada,Marketing,Senior,6,139422.0,9,0.96,3,48,1,0,0,13,1,4,4.2,0
400,37.0,Other,Canada,Development,Junior,14,101387.0,5,0.88,2,53,1,0,1,6,4,17,3.0,0
401,23.0,Female,India,Sales,Senior,9,64112.0,5,0.68,3,48,0,1,1,36,0,28,3.2,0
402,49.0,Other,USA,HR,Junior,15,147682.0,6,0.79,5,58,1,1,0,87,1,7,4.7,0
403,53.0,Male,UK,Development,Lead,8,99177.0,3,0.95,5,41,1,1,1,35,1,4,3.1,0
404,48.0,Female,India,Marketing,Lead,2,106369.0,3,0.61,1,48,1,0,1,91,1,11,3.4,0
405,41.0,Male,USA,Sales,Mid,15,76051.0,6,0.96,2,48,1,1,1,46,3,10,3.4,0
406,45.0,Female,India,HR,Junior,2,43059.0,4,0.86,2,53,0,1,1,33,1,1,3.0,0
407,33.0,Male,UK,Development,Mid,1,95946.0,8,0.47,3,55,1,0,0,4,2,5,2.6,1
408,56.0,Other,Canada,HR,Lead,1,140562.0,8,0.89,3,36,1,0,0,71,3,15,2.5,0
409,54.0,Male,India,Sales,Lead,4,135518.0,8,0.58,5,58,1,0,1,96,0,7,1.8,0
410,54.0,Male,USA,Sales,Mid,11,,5,0.42,5,35,0,0,1,53,2,11,3.9,0
411,58.0,Male,USA,Support,Senior,13,76850.0,2,0.71,3,40,1,1,0,64,0,13,2.6,0
412,33.0,Male,USA,Support,Mid,5,125562.0,2,0.97,3,42,0,0,1,45,0,5,3.3,1
413,24.0,Male,India,Development,Junior,17,34749.0,5,0.9,3,50,0,1,0,99,2,12,2.7,0
414,,Female,USA,Marketing,Lead,6,123273.0,5,0.75,5,48,0,0,0,11,2,17,4.8,0
415,54.0,Male,Germany,Support,Junior,6,125936.0,1,0.96,4,40,0,1,1,65,3,21,3.8,0
416,31.0,Male,USA,Development,Senior,5,111970.0,3,0.59,5,59,0,0,1,24,4,6,3.2,0
417,50.0,Female,USA,HR,Lead,18,130300.0,2,0.69,3,47,0,1,0,45,4,27,2.4,0
418,34.0,Female,India,Sales,Lead,19,141229.0,8,,4,52,1,0,0,7,4,15,1.8,1
419,33.0,Other,UK,Support,Mid,19,107736.0,2,0.48,1,42,0,1,1,57,2,8,1.9,0
420,52.0,Male,India,Development,Mid,18,69550.0,6,0.57,2,48,0,1,1,47,3,11,1.0,0
421,23.0,Male,India,Sales,Junior,15,58747.0,4,0.77,2,49,1,1,0,96,1,1,3.4,0
422,56.0,Other,Germany,HR,Mid,19,83989.0,5,0.69,3,49,0,0,0,82,4,0,2.4,0
423,44.0,Male,UK,Support,Lead,1,103743.0,5,0.72,4,41,1,1,1,66,4,7,1.2,0
424,,Other,India,Support,Mid,3,134765.0,3,0.73,1,56,1,0,1,98,4,3,4.5,1
425,47.0,Female,Germany,HR,Lead,11,51208.0,3,0.55,2,47,0,0,0,27,1,26,1.5,0
426,29.0,Male,India,Marketing,Mid,10,49702.0,6,0.85,3,59,0,0,1,40,4,29,4.4,0
427,50.0,Male,Germany,Development,Mid,17,122413.0,2,0.96,3,37,1,1,0,79,1,14,4.0,0
428,47.0,Female,Canada,HR,Lead,8,30428.0,8,0.77,1,51,1,0,0,27,4,19,2.0,0
429,31.0,Male,USA,Sales,Junior,1,44554.0,8,,3,48,1,0,1,93,2,2,3.6,0
430,47.0,Female,USA,Sales,Junior,14,106488.0,6,0.94,5,42,0,1,1,81,1,20,3.4,0
431,55.0,Female,India,Marketing,Lead,15,63759.0,8,0.85,1,58,0,0,0,75,0,26,2.6,0
432,28.0,Other,Germany,HR,Junior,5,32609.0,7,0.65,1,38,1,1,1,15,4,12,3.9,0
433,25.0,Female,Canada,Development,Junior,11,55899.0,2,0.53,3,55,0,0,0,58,0,2,3.6,0
434,32.0,Other,USA,HR,Senior,5,120794.0,8,0.95,5,46,1,1,0,77,1,29,4.8,0
435,50.0,Female,India,Marketing,Lead,16,138614.0,4,0.97,3,59,1,0,1,64,4,14,4.7,1
436,57.0,Other,India,Support,Mid,16,41660.0,3,,1,37,1,0,1,10,3,13,1.0,0
437,46.0,Other,Germany,HR,Mid,19,79039.0,3,0.81,1,39,1,0,1,27,3,20,3.5,0
438,42.0,Other,UK,Marketing,Senior,5,,6,,1,35,1,0,1,6,0,29,3.4,0
439,57.0,Other,India,Marketing,Lead,3,133065.0,2,0.88,5,47,1,1,1,94,2,6,4.4,0
440,31.0,Male,Canada,Support,Mid,3,132649.0,3,0.98,1,38,1,0,1,28,2,3,4.1,0
441,58.0,Female,Canada,Marketing,Junior,18,63899.0,9,0.49,4,38,0,0,1,57,2,2,2.2,0
442,30.0,Female,UK,Development,Mid,4,56708.0,3,0.62,3,47,0,1,1,67,4,16,1.4,0
443,45.0,Female,Canada,Marketing,Lead,3,77317.0,3,0.89,4,37,1,0,0,13,3,18,4.2,0
444,56.0,Female,Germany,Support,Mid,2,101206.0,6,0.69,5,53,1,0,0,37,2,12,4.6,1
445,56.0,Other,India,HR,Senior,4,132738.0,7,0.62,5,35,1,0,0,46,0,22,4.3,0
446,57.0,Male,Germany,Marketing,Senior,12,60311.0,4,0.46,1,38,1,0,0,11,3,29,2.0,0
447,39.0,Female,UK,Marketing,Junior,11,61847.0,1,0.78,5,52,1,0,0,68,4,5,2.8,0
448,53.0,Female,UK,Development,Senior,15,40060.0,1,0.8,3,58,1,0,1,65,3,9,4.3,0
449,45.0,Female,Germany,Support,Mid,17,53099.0,8,0.63,2,55,1,1,0,17,3,29,2.7,1
450,44.0,Other,USA,Support,Mid,3,108959.0,1,0.42,1,37,0,1,0,52,2,6,3.1,0
451,53.0,Female,UK,Support,Junior,7,32202.0,2,0.43,3,46,1,0,0,13,3,29,1.7,0
452,58.0,Female,India,Support,Junior,1,136674.0,4,0.48,5,51,1,0,0,29,0,24,2.0,0
453,33.0,Male,UK,Support,Junior,19,71453.0,7,0.59,1,55,1,1,1,69,1,14,3.2,0
454,34.0,Other,Germany,Sales,Lead,1,145653.0,6,0.48,3,41,1,1,0,30,4,9,3.6,0
455,44.0,Male,Germany,HR,Lead,10,85602.0,5,0.63,2,58,1,0,1,43,0,17,4.7,0
456,46.0,Female,Canada,Marketing,Lead,3,46213.0,4,0.84,4,47,1,1,1,9,0,8,2.0,0
457,56.0,Other,USA,Marketing,Senior,6,136167.0,4,0.6,4,57,0,0,1,0,0,11,2.2,0
458,51.0,Female,Germany,Marketing,Mid,13,86538.0,5,0.5,5,37,1,1,0,78,2,3,5.0,0
459,38.0,Female,Canada,Development,Senior,10,143481.0,5,0.75,2,52,1,1,1,75,2,18,2.4,0
460,41.0,Other,Canada,Support,Mid,5,102061.0,5,0.75,5,40,1,0,1,32,0,7,3.3,0
461,46.0,Male,India,HR,Senior,0,50798.0,6,0.94,1,38,0,0,1,78,3,16,1.0,0
462,43.0,Other,Canada,Marketing,Junior,4,47293.0,3,0.76,5,49,1,1,1,64,1,24,2.5,0
463,34.0,Other,USA,Support,Lead,11,129696.0,2,0.85,2,52,0,0,1,53,0,26,2.7,0
464,40.0,Male,India,Support,Mid,17,87491.0,7,0.51,1,42,0,1,1,24,3,7,2.5,1
465,57.0,Other,Germany,Support,Mid,3,149471.0,3,0.79,5,51,0,1,1,95,0,22,3.6,0
466,33.0,Male,Germany,Development,Mid,10,70259.0,4,0.69,5,44,0,1,1,50,1,26,2.8,0
467,40.0,Male,Canada,HR,Senior,14,120194.0,7,0.86,4,55,1,0,0,79,2,13,2.6,0
468,33.0,Other,UK,Marketing,Senior,6,78948.0,4,0.72,1,49,1,1,1,52,0,3,3.3,0
469,30.0,Other,USA,Sales,Mid,0,,3,0.77,1,57,1,1,0,65,2,29,4.9,0
470,28.0,Male,USA,Development,Junior,1,126952.0,1,0.54,1,55,0,0,0,9,1,11,2.3,0
471,49.0,Male,Canada,Development,Junior,19,127439.0,5,0.5,3,48,0,0,0,41,2,22,3.2,0
472,35.0,Male,USA,Sales,Junior,3,68975.0,4,0.98,5,46,0,1,0,45,0,18,3.8,0
473,52.0,Male,India,Development,Lead,10,39358.0,6,0.84,1,48,1,0,1,56,0,19,3.1,0
474,40.0,Male,Canada,Marketing,Mid,13,92164.0,1,0.91,1,50,1,0,0,40,2,4,3.3,0
475,37.0,Other,UK,HR,Junior,19,81269.0,4,0.78,1,46,1,1,0,38,0,4,3.6,1
476,26.0,Female,Germany,HR,Mid,8,82486.0,6,0.43,5,56,0,1,0,50,4,25,4.6,0
477,56.0,Other,USA,Marketing,Junior,5,129966.0,5,0.68,4,48,0,1,1,12,0,17,2.5,0
478,33.0,Female,Germany,Marketing,Mid,19,,3,0.98,3,38,1,0,0,3,0,21,4.2,0
479,46.0,Male,UK,HR,Lead,18,101638.0,2,0.72,2,42,1,0,1,27,4,24,4.1,1
480,42.0,Other,UK,Marketing,Mid,8,84102.0,8,0.4,5,48,0,0,0,43,3,9,3.2,0
481,57.0,Female,India,Development,Junior,7,123199.0,4,0.47,4,57,0,0,0,53,1,26,2.5,0
482,44.0,Male,UK,HR,Mid,15,41737.0,5,0.97,5,43,1,1,1,44,3,3,4.0,0
483,37.0,Other,UK,Sales,Senior,0,141799.0,2,0.96,1,59,0,0,1,30,1,27,3.1,0
484,35.0,Female,USA,Sales,Junior,11,41478.0,4,0.64,5,43,0,0,1,11,2,17,1.1,0
485,52.0,Other,Germany,Marketing,Mid,3,147963.0,8,0.5,1,36,0,0,1,10,0,19,4.4,0
486,26.0,Female,USA,Sales,Junior,7,48709.0,5,0.68,4,53,1,0,1,53,2,15,3.6,0
487,56.0,Other,USA,Sales,Mid,15,41078.0,6,0.94,4,57,1,1,1,4,1,20,3.1,0
488,44.0,Other,Canada,HR,Lead,17,68061.0,4,0.97,2,48,0,1,0,57,1,15,1.9,0
489,50.0,Female,Canada,Development,Lead,11,145849.0,1,0.72,3,43,0,0,1,35,0,14,3.4,0
490,32.0,Other,India,Support,Junior,7,58373.0,4,0.54,5,48,0,1,0,26,2,9,2.5,0
491,39.0,Other,India,Sales,Junior,8,59660.0,6,0.88,5,54,1,0,0,83,2,25,1.9,0
492,33.0,Male,UK,Marketing,Junior,14,46415.0,1,0.45,2,41,1,1,1,17,2,9,3.9,1
493,30.0,Female,India,Support,Mid,8,127531.0,2,0.98,4,57,1,1,1,77,4,6,4.3,1
494,31.0,Other,India,Sales,Lead,11,80365.0,9,0.9,1,51,0,1,0,60,0,3,1.0,0
495,38.0,Female,UK,Development,Lead,4,109079.0,2,0.41,3,58,1,1,1,48,3,12,3.9,0
496,59.0,Other,Germany,Sales,Junior,4,102038.0,7,0.55,2,46,1,0,1,30,1,11,3.8,1
497,28.0,Female,UK,Marketing,Junior,12,37792.0,9,0.49,3,40,0,1,1,30,2,25,1.1,0
498,34.0,Female,UK,Development,Lead,2,128914.0,6,0.67,5,40,1,0,0,87,0,25,3.3,0
499,30.0,Male,Germany,Marketing,Mid,3,105193.0,8,0.68,5,40,1,0,1,9,2,23,1.1,0
500,48.0,Male,UK,Marketing,Mid,16,109292.0,1,0.86,5,57,1,0,0,12,4,5,3.6,0
501,23.0,Female,Canada,Marketing,Junior,17,136177.0,4,0.6,1,35,0,1,0,18,3,6,2.4,0
502,26.0,Other,India,Marketing,Mid,11,83967.0,2,0.64,4,54,1,0,0,42,3,3,4.3,1
503,50.0,Female,UK,Marketing,Senior,10,102118.0,6,0.51,3,45,1,0,0,27,3,22,4.4,0
504,58.0,Other,USA,Development,Senior,7,110979.0,5,0.51,1,44,1,1,0,8,4,9,3.9,0
505,59.0,Female,India,HR,Lead,6,122712.0,9,0.85,2,40,1,1,1,33,4,3,2.8,1
506,40.0,Male,Canada,Development,Senior,3,147421.0,9,0.71,4,51,1,1,1,50,1,2,1.5,0
